invoice_id,invoice_amount,priority_tier,payment_blocked,escalation_required,escalation_decision_reason,normalized_priority_score,raw_priority_score,sla_hours,auto_resolved,auto_close_flag,communication_required,communication_draft,root_cause_categories,resolution_owners,exceptions_summary,skipped_exceptions_trace,decision_trace
TC-008,20000.0,MEDIUM,True,True,,61.9,130.0,48,False,False,False,Drafted communication for TC-008 regarding escalations.,Accounts Payable,AP Team,Potential Duplicate Invoice (0.85),[],Evaluated Potential Duplicate Invoice with confidence 0.85. | Calculated Priority Score: 61.9 from 1 evaluated exceptions (Raw: 130.0). | Payment blocked by Potential Duplicate Invoice. | Escalation required by Potential Duplicate Invoice. | Age Weight Applied: 30 points (invoice age = 36 days). | Assigned Priority Tier: MEDIUM
TC-009,20000.0,MEDIUM,True,True,,61.9,130.0,48,False,False,False,Drafted communication for TC-009 regarding escalations.,Accounts Payable,AP Team,Potential Duplicate Invoice (0.85),[],Evaluated Potential Duplicate Invoice with confidence 0.85. | Calculated Priority Score: 61.9 from 1 evaluated exceptions (Raw: 130.0). | Payment blocked by Potential Duplicate Invoice. | Escalation required by Potential Duplicate Invoice. | Age Weight Applied: 30 points (invoice age = 35 days). | Assigned Priority Tier: MEDIUM
TC-020,20000.0,MEDIUM,True,True,,61.9,130.0,48,False,False,False,Drafted communication for TC-020 regarding escalations.,Accounts Payable,AP Team,Potential Duplicate Invoice (0.85),[],Evaluated Potential Duplicate Invoice with confidence 0.85. | Calculated Priority Score: 61.9 from 1 evaluated exceptions (Raw: 130.0). | Payment blocked by Potential Duplicate Invoice. | Escalation required by Potential Duplicate Invoice. | Age Weight Applied: 30 points (invoice age = 36 days). | Assigned Priority Tier: MEDIUM
TC-007,8000.0,MEDIUM,True,True,,59.52,125.0,48,False,False,False,Drafted communication for TC-007 regarding escalations.,Finance Controls | Receiving,Finance Controls | Receiving Team,Currency Mismatch (1.00); GRN Not Received (0.20),[],Evaluated Currency Mismatch with confidence 1.00. | Evaluated GRN Not Received with confidence 0.20. | Calculated Priority Score: 59.52 from 2 evaluated exceptions (Raw: 125.0). | Payment blocked by Currency Mismatch. | Escalation required by Currency Mismatch. | Payment blocked by GRN Not Received. | Escalation required by GRN Not Received. | Age Weight Applied: 30 points (invoice age = 38 days). | Assigned Priority Tier: MEDIUM
TC-011,35000.0,MEDIUM,True,True,,59.52,125.0,48,False,False,False,Drafted communication for TC-011 regarding escalations.,Receiving | Data Error,Receiving Team | AP Team,GRN Not Received (1.00); Future Date (1.00),[],Evaluated GRN Not Received with confidence 1.00. | Evaluated Future Date with confidence 1.00. | Calculated Priority Score: 59.52 from 2 evaluated exceptions (Raw: 125.0). | Payment blocked by GRN Not Received. | Escalation required by GRN Not Received. | Payment blocked by Future Date. | Escalation required by Future Date. | Age Weight Applied: 5 points (invoice age = 0 days). | Assigned Priority Tier: MEDIUM
TC-022,35000.0,MEDIUM,True,True,,59.52,125.0,48,False,False,False,Drafted communication for TC-022 regarding escalations.,Receiving | Data Error,Receiving Team | AP Team,GRN Not Received (0.20); Future Date (1.00),[],Evaluated GRN Not Received with confidence 0.20. | Evaluated Future Date with confidence 1.00. | Calculated Priority Score: 59.52 from 2 evaluated exceptions (Raw: 125.0). | Payment blocked by GRN Not Received. | Escalation required by GRN Not Received. | Payment blocked by Future Date. | Escalation required by Future Date. | Age Weight Applied: 5 points (invoice age = 0 days). | Assigned Priority Tier: MEDIUM
TC-023,500.0,MEDIUM,True,True,,45.24,95.0,48,False,False,False,Drafted communication for TC-023 regarding escalations.,Accounts Payable | Receiving,AP Manager | Receiving Team,Amount Exceeds Tolerance (1.00); GRN Not Received (1.00),[],Evaluated Amount Exceeds Tolerance with confidence 1.00. | Evaluated GRN Not Received with confidence 1.00. | Calculated Priority Score: 45.24 from 2 evaluated exceptions (Raw: 95.0). | Payment blocked by Amount Exceeds Tolerance. | Escalation required by Amount Exceeds Tolerance. | Payment blocked by GRN Not Received. | Escalation required by GRN Not Received. | Age Weight Applied: 15 points (invoice age = 22 days). | Assigned Priority Tier: MEDIUM
TC-017,5000.0,MEDIUM,True,True,,42.86,90.0,48,False,False,False,Drafted communication for TC-017 regarding escalations.,Finance Controls,Finance Controls,Currency Mismatch (1.00),[],Evaluated Currency Mismatch with confidence 1.00. | Calculated Priority Score: 42.86 from 1 evaluated exceptions (Raw: 90.0). | Payment blocked by Currency Mismatch. | Escalation required by Currency Mismatch. | Age Weight Applied: 15 points (invoice age = 27 days). | Assigned Priority Tier: MEDIUM
TC-021,9999.99,MEDIUM,True,True,,42.86,90.0,48,False,False,False,Drafted communication for TC-021 regarding escalations.,Accounts Payable,AP Manager,Amount Exceeds Tolerance (1.00),[],Evaluated Amount Exceeds Tolerance with confidence 1.00. | Calculated Priority Score: 42.86 from 1 evaluated exceptions (Raw: 90.0). | Payment blocked by Amount Exceeds Tolerance. | Escalation required by Amount Exceeds Tolerance. | Age Weight Applied: 15 points (invoice age = 24 days). | Assigned Priority Tier: MEDIUM
TC-025,1250.0,LOW,True,True,,35.71,75.0,72,False,False,False,Drafted communication for TC-025 regarding escalations.,Receiving,Receiving Team,GRN Not Received (1.00),[],Evaluated GRN Not Received with confidence 1.00. | Calculated Priority Score: 35.71 from 1 evaluated exceptions (Raw: 75.0). | Payment blocked by GRN Not Received. | Escalation required by GRN Not Received. | Age Weight Applied: 15 points (invoice age = 20 days). | Assigned Priority Tier: LOW
